stock_id,log_wap1_lprice_ret_vol_ati__wap1_lprice_ret_vol_ast_per_wap1_lprice_ret_vol_10_stnd,log_wap1_log_price_ret_vol,v1liq2sprojt5f25,lsvol__c3__lag_1,log_first_10_min_vol_stnd__first_location_of_maximum,soft_stock_mean_tvpl2_0__first_location_of_maximum,log_first_10_min_vol_stnd_dif1_p2,log_wap1_log_price_ret_vol__first_location_of_maximum,time_id,tr_RV,log_wap1_log_price_ret_vol_dif1_p1,log_first_10_min_vol_stnd_dif1_p1,log_wap1_log_price_ret_vol_dif1_p2,v1spprojt15f29,log_target_vol_corr_4_clusters_stnd,wap1_lprice_ret_vol_ati__wap1_lprice_ret_vol_ast_per_wap1_lprice_ret_vol_20,target*
0,-0.868644648417162,-6.4294601876374236,-0.3892507063333392,0.0,0.0,0.0,-3.0615132066028607,0.0,4294,0.0036547577,-1.5252420778643883,-2.316031966484173,-1.8493283055218805,-0.26104288167617007,0.9817889024323365,0.48481146499748834,med_vol
0,-0.15819417780395909,-8.064978489883677,0.031515005923933616,-0.09010603656500046,0.2727272727272727,0.18181818181818182,-0.3286014726380915,0.2727272727272727,1587,0.00081086374,-0.197458803430834,-0.2494733539059839,-0.18564114129053078,0.00018186728150570985,-2.0027279412114543,0.6787636482491114,low_vol
0,-1.2930444245182506,-7.658893236094411,-0.026693933830917227,-1.4154382151825762,0.6363636363636364,0.36363636363636365,-0.04195327178921493,0.09090909090909091,10682,0.0008340259,0.0006120312101574044,-0.014379677375488509,-0.006989723819930127,-0.0003582247096494129,-1.82830215775643,0.492424756047747,low_vol
0,0.2640906467723344,-7.928361900123305,-0.1028217824943526,-1.7326754813350989,0.0,0.0,-0.3747208629585882,0.0,10938,0.0006425189,-0.4927019517285256,-0.9648707561609364,-0.22777028492492501,-0.02536603290561157,-1.282604010654374,0.7178282490062049,low_vol
0,-0.32562904634075035,-7.786216187141853,-0.0037997236412239278,-0.21268223867671912,0.09090909090909091,0.09090909090909091,-0.1255054827174319,0.09090909090909091,18178,0.0009363482,-0.11782574391320644,-0.1321206596933615,-0.12504823722796132,-0.0022587291388340702,-1.5289017350933571,0.6064729444600873,low_vol
0,-0.4219456373788787,-7.562052596805494,-0.15254660671774598,-1.7588289629742218,0.09090909090909091,0.5454545454545454,-0.4965412386099674,0.09090909090909091,17194,0.001006411,-0.4401682945069627,-0.5927224098379307,-0.3604010810792486,-0.028031271284711057,-1.1630276188994912,0.5775983830715884,med_vol
0,-2.1309350195278296,-7.265208119932526,-0.029962299219522207,-1.9482405410948758,0.0,0.5454545454545454,-0.003771979100422082,0.0,12030,0.001025771,0.11668410214498603,0.09411315888438347,-0.053730767862838924,-0.0006419825550687541,-1.4938291218602873,0.3580392009015597,med_vol
0,0.9522964382264697,-8.003955298958719,-0.054463858159744326,-1.6659086097476445,0.0,0.9090909090909091,-0.8268360370636141,0.0,27247,0.00084077555,-0.1844510020137653,-0.19039953923645392,-0.48945963011693383,-0.0016951044392055081,-1.335054051286757,0.8801392083594822,low_vol
0,0.2682428106434716,-6.694665662949089,-0.3284256717060174,-1.4230187628841633,0.8181818181818182,0.9090909090909091,2.315461677195342,0.8181818181818182,6296,0.0027776018,-1.576685344992197,-2.561792249233946,1.6684486077650869,-0.27310933178915553,1.2454786637415975,0.61231166380759,high_vol
0,1.5221565383330011,-8.08225553986981,-0.031388040509862776,-0.46852311812774095,0.0,0.9090909090909091,-0.04023162150321369,0.0,14004,0.00091648713,-0.14522027408140392,-0.06945412629575665,-0.13915480419918858,-0.018093753646704958,-0.9707597271427906,1.0241018791869796,low_vol
0,0.8303876301594828,-8.157450723316426,-0.05052237295358564,-1.3270001970496286,0.0,0.5454545454545454,-1.1092554727189192,0.0,14646,0.0005909012,-0.3650797595015023,-1.074429163475581,-0.4908278786588971,-0.0023368533440670802,-1.440156818808907,0.8616432850700485,low_vol
0,-0.5686962726606405,-6.453237159835395,-0.3937086409790725,-2.8122360266742796,0.09090909090909091,0.5454545454545454,2.8964993100182728,0.09090909090909091,3002,0.0036204844,1.6165622688824923,2.4731438280327587,1.9987868638512145,-0.25827007837097726,1.0440185504792758,0.5126502078904442,med_vol
0,-0.9143228640838403,-6.849268249219185,0.021924282705004006,-0.5655678630874476,0.2727272727272727,0.36363636363636365,-0.4426999051352451,0.2727272727272727,24022,0.0021057012,0.22576620443779039,0.3490531128853141,-0.21309756085907328,-0.0011697157218164556,0.035768499649341395,0.5037512154363715,high_vol
